lon,lat,mag,time_string,depth,catalog_id,event_id
-116.04585950250538,33.71252738899644,2.6,2007-01-08T03:28:20,0,18,49
-116.04518675492702,33.71422177828725,2.8,2007-01-08T18:57:31,0,18,50
-117.11168280283532,37.36718826172883,2.6,2007-01-08T14:24:53,0,19,51
-119.3154737336025,38.24622274249342,2.8,2007-01-08T13:11:46,0,20,52
-117.7155736680718,36.05047977565129,2.5,2007-01-08T22:48:38,0,20,53
-116.96868799192472,36.99848346229162,3.2,2007-01-08T15:01:26,0,22,54
-119.60915879441336,38.58814126532802,2.7,2007-01-08T07:50:28,0,22,55
-120.95771087281426,35.59953983263675,2.7,2007-01-08T11:10:18,0,22,56
-117.89410799762966,36.08337236234693,3.3,2007-01-08T03:21:58,0,22,57
-121.47803907713356,37.05577137451818,2.6,2007-01-08T21:26:50,0,23,58
-118.45848799436718,33.979281485914484,2.5,2007-01-08T06:48:42,0,23,59
-120.44584900909796,39.360233460710745,3.6,2007-01-08T04:09:59,0,23,60
-118.1985388296039,37.49550438299952,2.6,2007-01-08T10:26:23,0,23,61
-119.92096123320302,35.5413596828953,2.7,2007-01-08T10:19:22,0,24,62
-121.6692709768306,34.68596597610284,2.6,2007-01-08T16:29:45,0,25,63
-121.67095440550727,34.68095832506687,2.7,2007-01-08T21:11:48,0,25,64
-122.82752972448776,38.81505807915921,2.7,2007-01-08T23:53:25,0,26,65
-118.4594189588688,34.31374807533946,2.5,2007-01-08T18:21:27,0,27,66
-118.52246830034062,35.78746538177427,3.8,2007-01-08T20:15:06,0,28,67
-125.63944372570698,40.45369502318857,2.8,2007-01-08T20:34:17,0,28,68
-123.41578967180158,41.134174945110125,3.4,2007-01-08T22:08:48,0,29,69
-123.4219749046398,41.13781816458198,3.3,2007-01-08T23:56:37,0,29,70
-124.06485181683291,40.52017609334005,2.5,2007-01-08T08:40:52,0,30,71
-124.06029984717392,40.532157028544816,3.0,2007-01-08T12:28:59,0,30,72
-115.64777998676868,33.141836203862745,2.5,2007-01-08T22:08:58,0,31,73
-121.52957723728429,36.8051277336805,3.1,2007-01-08T08:19:25,0,31,74
-115.64977994817652,33.13301855531349,3.7,2007-01-08T23:28:13,0,31,75
-122.79203718430216,38.62741319413845,3.1,2007-01-08T10:22:10,0,32,76
-115.22182979119604,32.322547668211485,3.8,2007-01-08T13:48:03,0,32,77
-122.29897008389844,37.62062577405438,2.5,2007-01-08T11:18:18,0,32,78
-115.22663543250523,32.31430654945426,3.2,2007-01-08T19:00:55,0,32,79
-124.59308948179006,40.29448138328505,3.3,2007-01-08T22:11:05,0,34,80
-121.4590650777072,36.85079301672078,2.5,2007-01-08T01:16:31,0,34,81
-121.68144366839702,37.30270471831951,2.5,2007-01-08T07:44:30,0,37,82
-119.32335272369352,39.32000212756581,2.8,2007-01-08T14:45:26,0,38,83
-122.8411654826017,39.74828097303817,4.2,2007-01-08T07:29:17,0,39,84
-120.31645349029628,36.14621480355172,2.8,2007-01-08T15:28:18,0,39,85
-118.3160256053235,36.301583273103965,2.6,2007-01-08T09:04:22,0,39,86
-120.319134684304,36.14500894437867,2.8,2007-01-08T16:16:24,0,39,87
-118.72349579279896,37.59701020643577,2.6,2007-01-08T02:48:25,0,40,88
-117.93819280503271,36.32189399078953,4.0,2007-01-08T18:17:53,0,40,89
-120.8772419326144,35.59827463330803,2.7,2007-01-08T06:19:38,0,40,90
-117.5667931386636,33.79228829969715,2.5,2007-01-08T10:04:56,0,41,91
-117.57073172503728,33.79357916866012,4.2,2007-01-08T15:15:44,0,41,92
-124.86115440994448,40.2937913717404,2.6,2007-01-08T21:10:33,0,41,93
-116.84359951176936,34.31670780642578,2.8,2007-01-08T18:36:25,0,41,94
-116.41915566664264,34.137053026395016,3.1,2007-01-08T22:25:52,0,42,95
-122.60129483890027,38.35753920958274,3.2,2007-01-08T01:35:45,0,42,96
-120.76007785022703,35.49364052128996,2.7,2007-01-08T00:11:41,0,42,97
-120.29103842073914,36.17748027645674,3.5,2007-01-08T05:23:31,0,44,98
-120.34140361283482,36.18468731737362,2.9,2007-01-08T12:25:54,0,44,99
-118.16765139884572,32.48948373686073,2.7,2007-01-08T14:27:39,0,45,100
-125.21983213299792,40.43339894977248,2.7,2007-01-08T01:07:08,0,45,101
-121.12019083730031,35.67467624034744,2.7,2007-01-08T00:55:22,0,45,102
-115.30182636969904,37.140682164504994,2.5,2007-01-08T00:25:36,0,46,103
-121.8605944285304,37.53916928306449,2.6,2007-01-08T02:06:58,0,46,104
-121.45947417548663,37.10926986033815,4.6,2007-01-08T10:09:30,0,46,105
-116.28530035631412,31.85222794629105,2.8,2007-01-08T18:11:27,0,46,106
-121.43583965683912,37.06934511157348,2.8,2007-01-08T17:05:56,0,46,107
-121.43165867488236,37.07020712172341,3.1,2007-01-08T20:44:09,0,46,108
-118.29991030453816,39.15614911753609,2.5,2007-01-08T05:40:12,0,47,109
-120.47576282100856,35.09869548515416,2.7,2007-01-08T09:32:39,0,47,110
-119.1592214880248,35.016515533783746,2.7,2007-01-08T16:26:10,0,49,111
-117.68118893684188,35.93731727610744,2.9,2007-01-08T09:03:15,0,49,112
-117.44882698204157,32.475720887101325,2.8,2007-01-08T10:11:20,0,50,113
-118.80602504624504,37.53519709393807,3.1,2007-01-08T23:23:41,0,51,114
-120.95101622105727,35.32319108630779,2.8,2007-01-08T06:09:52,0,51,115
-119.32515411526722,37.16516646627015,3.3,2007-01-08T15:49:11,0,52,116
-115.31329816831996,32.30452107565476,3.0,2007-01-08T01:18:48,0,52,117
-123.16816441750422,38.79728953688624,2.8,2007-01-08T18:53:45,0,53,118
-116.05546057392849,32.67826293088392,2.9,2007-01-08T18:38:27,0,53,119
-119.0315018235116,35.98230501013168,2.5,2007-01-08T10:01:52,0,54,120
-116.1533317238319,34.64653804378244,2.5,2007-01-08T19:43:12,0,54,121
-125.85507982131531,40.7217608433908,2.6,2007-01-08T15:56:38,0,55,122
-121.22789308257232,35.7449751843806,2.7,2007-01-08T14:39:23,0,55,123
-115.28342283802796,32.35756196519464,2.5,2007-01-08T10:32:08,0,56,124
-124.8539449793904,41.14339749572786,3.0,2007-01-08T08:11:56,0,57,125
-118.8985683442607,37.629519014039936,3.3,2007-01-08T13:27:48,0,57,126
-121.33884957959653,36.694201381512826,3.8,2007-01-08T20:04:38,0,57,127
-117.07183121050724,37.41076866040683,4.5,2007-01-08T03:10:29,0,57,128
-119.4086801034036,37.64879200381278,3.0,2007-01-08T12:05:13,0,57,129
-120.28878165506462,36.2430294924766,2.9,2007-01-08T04:23:07,0,57,130
-117.02154574043612,37.40712211126797,2.6,2007-01-08T03:35:38,0,57,131
-117.07852250930722,37.40734327562402,2.7,2007-01-08T13:59:39,0,57,132
-115.86228246619416,32.02728061648556,2.6,2007-01-08T20:16:57,0,58,133
-116.34217424661044,31.80887502260161,2.5,2007-01-08T14:04:06,0,58,134
-122.24954766471863,37.86931854330855,2.7,2007-01-08T10:24:32,0,58,135
-118.33621137914908,36.29531060391139,2.6,2007-01-08T11:24:19,0,58,136
-120.89723708295158,35.75445415482978,4.1,2007-01-08T18:48:05,0,59,137
-120.88672684801362,35.75363613986004,2.5,2007-01-08T19:31:54,0,59,138
-120.89915517514468,35.76573263095268,2.5,2007-01-08T18:56:41,0,59,139
-115.35042707198376,32.2556630475096,2.5,2007-01-08T08:09:09,0,60,140
-115.6104748660524,33.2031706941737,2.9,2007-01-08T15:56:40,0,62,141
-117.83628865717134,36.06752038406932,3.4,2007-01-08T07:17:04,0,63,142
-117.80661009773908,36.01278050760768,2.8,2007-01-08T07:24:20,0,63,143
-117.80206300137716,36.01065519658633,3.2,2007-01-08T07:27:39,0,63,144
-118.59206672634826,33.48052012871422,3.2,2007-01-08T03:37:51,0,64,145
-118.596455823559,33.4767731527721,2.8,2007-01-08T20:23:03,0,64,146
-118.11968453108446,32.636871869028425,2.7,2007-01-08T14:35:26,0,64,147
-118.59697215827956,33.472382601028926,3.1,2007-01-08T21:44:03,0,64,148
-116.11701320855506,33.238382750844245,3.3,2007-01-08T17:41:57,0,65,149
-118.35084225718506,38.69604752802139,2.8,2007-01-08T05:04:25,0,66,150
-123.298780299708,39.40121740897239,2.5,2007-01-08T13:23:34,0,66,151
-123.29583992863016,39.40620330272759,3.2,2007-01-08T14:00:18,0,66,152
-116.2299716768752,33.20262809444116,3.0,2007-01-08T18:41:13,0,67,153
-122.73343533111915,38.76967247672169,3.8,2007-01-08T17:46:32,0,67,154
-116.22288189117543,33.19249395057971,2.6,2007-01-08T20:10:46,0,67,155
-122.74456097855872,38.7691751676128,2.5,2007-01-08T18:05:52,0,67,156
-118.90084488381748,35.07868527481618,2.8,2007-01-08T19:15:31,0,68,157
-122.0066850059204,40.358520907220615,3.0,2007-01-08T00:39:11,0,69,158
-118.64138242148488,37.19585151885906,2.6,2007-01-08T14:22:56,0,69,159
-120.80459009937752,35.523773676222135,2.5,2007-01-08T16:29:20,0,69,160
-118.64579231417942,37.21363855318457,2.5,2007-01-08T18:44:14,0,69,161
-120.54588277137238,36.52499175631389,2.6,2007-01-08T04:38:37,0,70,162
-119.8894274391006,34.34286740676921,2.7,2007-01-08T16:15:56,0,70,163
-118.1810066536966,37.513685201426426,2.8,2007-01-08T17:49:43,0,70,164
-115.64410070783914,33.18899082109644,3.0,2007-01-08T13:54:40,0,71,165
-120.52813610028213,39.87001394383,2.5,2007-01-08T04:33:31,0,72,166
-121.81444233369022,37.72845750166986,2.5,2007-01-08T20:56:28,0,72,167
-122.24294303564932,37.8533099239554,2.9,2007-01-08T03:39:50,0,72,168
-121.72037698711726,37.19739976463424,2.5,2007-01-08T04:47:04,0,72,169
-119.18557984409183,34.85510702639702,3.9,2007-01-08T23:05:47,0,74,170
-115.8354153063346,33.01459250504632,2.5,2007-01-08T12:02:45,0,74,171
-122.82752702684748,38.82100290813572,2.5,2007-01-08T17:03:46,0,74,172
-118.69412268492786,38.33250907303165,3.0,2007-01-08T22:05:27,0,74,173
-122.25246107075851,37.867798712495365,2.9,2007-01-08T20:06:02,0,74,174
-122.83576022008602,38.822672546471146,2.7,2007-01-08T17:11:49,0,74,175
-116.40351586380172,34.13405578718163,2.6,2007-01-08T07:52:52,0,75,176
-124.16595314951697,40.5844929321832,2.6,2007-01-08T21:06:17,0,75,177
-121.95134528232994,37.73485432682423,2.5,2007-01-08T05:57:29,0,75,178
-117.90022327623484,36.07818721484901,2.5,2007-01-08T18:45:42,0,75,179
-117.8970978249404,36.08165778108104,2.7,2007-01-08T20:03:42,0,75,180
-115.88374611940093,31.65263702294818,3.1,2007-01-08T10:27:08,0,76,181
-117.585861039948,34.82963342107869,2.5,2007-01-08T09:24:07,0,76,182
-118.58740012352858,35.296829712850645,2.6,2007-01-08T23:20:40,0,76,183
-118.24985366376946,33.031196516611864,2.7,2007-01-08T23:26:07,0,77,184
-120.30147056295635,36.188153348483176,3.1,2007-01-08T16:17:24,0,78,185
-118.02374169389658,33.185845445634875,2.7,2007-01-08T18:17:49,0,80,186
-117.84464042404323,36.039982366397496,2.7,2007-01-08T10:58:32,0,80,187
-117.84701381908016,36.04146905259614,2.5,2007-01-08T11:08:44,0,80,188
-123.4713273177427,40.38233697044462,2.8,2007-01-08T19:40:32,0,81,189
-123.45586544923673,40.40174109322148,2.7,2007-01-08T19:41:46,0,81,190
-123.47382288400556,40.39543729283294,2.9,2007-01-08T20:04:24,0,81,191
-116.27817420846333,34.74976134513808,2.5,2007-01-08T19:27:48,0,81,192
-121.83526640092816,40.304372490534455,2.6,2007-01-08T11:33:37,0,82,193
-122.3391320574026,40.11198677665944,2.8,2007-01-08T21:45:39,0,82,194
-121.83365221107564,40.30288468246542,2.8,2007-01-08T11:48:25,0,82,195
-121.83505295010168,40.30194005826018,2.7,2007-01-08T11:42:26,0,82,196
-116.25115538557787,34.566482784074815,3.7,2007-01-08T22:03:56,0,82,197
-124.06193142507112,40.53127459062254,2.5,2007-01-08T15:36:48,0,82,198
-116.2453887203768,34.559662119027585,2.6,2007-01-08T22:05:56,0,82,199
-117.17428318407704,37.38430534705218,2.5,2007-01-08T04:03:48,0,83,200
-119.49035852025384,40.49174094898699,3.1,2007-01-08T11:02:26,0,83,201
-115.957419232299,32.841369348326594,2.8,2007-01-08T02:18:58,0,83,202
-117.17151441713344,37.38529113286376,2.9,2007-01-08T09:26:56,0,83,203
-119.46622927343184,40.494889894960245,2.6,2007-01-08T11:17:14,0,83,204
-115.96041529930103,32.84655245693559,3.0,2007-01-08T03:08:33,0,83,205
-119.97679499468292,35.80435429597242,3.4,2007-01-08T08:09:54,0,84,206
-116.25843571556014,31.81280082774087,2.6,2007-01-08T17:13:09,0,84,207
-120.19065284578664,37.274150854360094,2.5,2007-01-08T05:13:01,0,85,208
-117.63599757706216,35.73612395447197,2.9,2007-01-08T14:01:37,0,85,209
-117.62953365494016,35.75021108508675,3.0,2007-01-08T14:26:01,0,85,210
-117.6358921204592,35.73906806216588,3.6,2007-01-08T15:35:20,0,85,211
-117.62018153368469,35.75159131452824,3.1,2007-01-08T17:04:24,0,85,212
-117.53839037190924,35.83751000884344,2.5,2007-01-08T16:36:08,0,85,213
-117.25676455437268,35.042206921688575,3.2,2007-01-08T06:16:35,0,86,214
-115.6894170226082,32.50813483529169,2.7,2007-01-08T06:55:37,0,86,215
-117.82789658697808,36.18493902737794,2.7,2007-01-08T14:35:57,0,86,216
-117.75808655640203,36.198600367879166,3.3,2007-01-08T16:35:44,0,86,217
-116.35008887854733,31.821294228358287,2.5,2007-01-08T15:47:25,0,86,218
-117.74190924369763,36.19297841551316,2.9,2007-01-08T16:36:04,0,86,219
-117.74321474299464,36.19381680683509,2.5,2007-01-08T16:45:09,0,86,220
-117.7278795907253,36.21127983423472,2.6,2007-01-08T16:38:12,0,86,221
-123.36538322972946,39.61991494270779,2.9,2007-01-08T01:37:15,0,87,222
-118.27759905407926,35.33980284168787,2.9,2007-01-08T17:39:38,0,87,223
-118.29542112777315,35.33368042803071,3.1,2007-01-08T18:33:04,0,87,224
-118.29890365190774,35.290591270533604,2.9,2007-01-08T19:49:48,0,87,225
-118.30487178116746,35.346606322794784,2.8,2007-01-08T18:33:43,0,87,226
-118.82644991098054,36.53171668560946,3.0,2007-01-08T04:00:54,0,89,227
-121.11782298754594,34.92795054569041,3.8,2007-01-08T11:22:53,0,89,228
-117.51079756174052,34.19565571161685,2.6,2007-01-08T20:55:38,0,89,229
-122.81839095389164,38.81142213063759,2.8,2007-01-08T07:46:34,0,89,230
-116.61210072402544,34.60309479949018,2.6,2007-01-08T18:49:25,0,90,231
-116.1721582461454,35.45284034802351,3.2,2007-01-08T20:04:43,0,92,232
-121.0805342473945,36.52640665777755,2.6,2007-01-08T17:57:14,0,92,233
-116.10098898313784,33.283554251294106,2.6,2007-01-08T06:29:18,0,92,234
-124.37117886523922,40.306943294863785,2.6,2007-01-08T22:16:13,0,92,235
-121.05527886174352,35.68992253562324,2.5,2007-01-08T14:52:24,0,92,236
-116.04248314430204,33.693875815215065,4.1,2007-01-08T02:42:56,0,92,237
-116.03514562606854,33.68785959916638,2.5,2007-01-08T12:48:58,0,92,238
-116.84797556281818,31.772693533368138,3.1,2007-01-08T05:56:57,0,93,239
-122.6489677516976,38.84663305088452,4.7,2007-01-08T20:00:50,0,93,240
-122.6336632621027,38.8455285727837,2.8,2007-01-08T22:45:58,0,93,241
-116.94900049770412,35.0218919921813,3.4,2007-01-08T23:14:59,0,93,242
-117.76575427342468,33.908891195210735,3.1,2007-01-08T23:13:30,0,93,243
-116.33413264757571,31.84014410310116,2.6,2007-01-08T01:46:51,0,94,244
-121.63174451178408,37.23047543452172,3.0,2007-01-08T22:13:15,0,94,245
-118.32403545838552,36.295127793731815,2.7,2007-01-08T17:13:06,0,94,246
-115.49281012011618,32.90091071012101,3.6,2007-01-08T18:21:36,0,95,247
-115.2172295285421,32.208494685285004,2.9,2007-01-08T18:02:40,0,95,248
-116.30126221048558,34.70317087196868,2.7,2007-01-08T13:10:19,0,95,249
-121.0492137024222,35.72018623270869,3.1,2007-01-08T00:25:56,0,95,250
-121.06448138916096,35.75256456488887,2.7,2007-01-08T00:42:40,0,95,251
-121.00890100834384,35.7816352876223,2.8,2007-01-08T00:39:33,0,95,252
-123.10477194920269,39.47621647456657,2.8,2007-01-08T09:45:32,0,96,253
-115.96843033645754,32.03587601872058,3.3,2007-01-08T02:51:05,0,97,254
-115.9645516279222,32.02093773099983,2.6,2007-01-08T02:54:41,0,97,255
-115.97216911338424,32.03920803240045,4.3,2007-01-08T23:53:46,0,97,256
-116.24072810491654,34.61633313904013,2.9,2007-01-08T17:32:24,0,97,257
-122.23243373961084,37.873612190763154,2.9,2007-01-08T23:24:54,0,97,258
-123.27660468045562,39.348112101978,2.5,2007-01-08T23:31:59,0,98,259
-118.86981182328698,37.63161734342816,3.0,2007-01-08T05:47:29,0,99,260
-116.02606393418786,33.2569236742262,2.9,2007-01-08T01:04:18,0,99,261
-121.10121785832794,35.689353128761645,3.9,2007-01-08T13:54:28,0,100,262
-115.6202402407994,33.18893200931456,2.7,2007-01-08T16:13:48,0,100,263
-121.09127543337624,35.71122406182412,2.6,2007-01-08T14:42:30,0,100,264
-121.28485446484048,36.39716954474994,2.8,2007-01-08T11:21:31,0,101,265
-121.2895010235632,36.400309667098846,2.7,2007-01-08T14:52:19,0,101,266
-116.88408244253677,33.3188216794496,3.6,2007-01-08T09:08:04,0,101,267
-117.02160354830544,34.03216306414878,2.8,2007-01-08T13:58:18,0,101,268
-117.68200281816308,34.32429595995182,2.8,2007-01-08T05:22:52,0,102,269
-117.67614341636389,34.33120777131544,2.8,2007-01-08T16:09:43,0,102,270
-119.28877134752396,34.24549083600695,2.6,2007-01-08T14:15:48,0,102,271
-125.42780605453832,40.46283532653953,2.7,2007-01-08T08:26:33,0,102,272
-115.53882526536776,31.79243076842309,3.4,2007-01-08T13:52:11,0,102,273
-117.85895196653546,36.21118981695115,3.2,2007-01-08T06:06:53,0,103,274
-121.10096781520456,34.55588516716008,3.5,2007-01-08T12:17:58,0,103,275
-116.23331640510884,34.03247995696718,2.7,2007-01-08T21:19:11,0,103,276
-115.28820478951374,32.52726120914179,2.7,2007-01-08T09:49:55,0,103,277
-116.04409487352982,33.70456865729604,2.5,2007-01-08T00:43:54,0,103,278
-114.8338560278594,31.953790184782605,3.0,2007-01-08T22:45:42,0,104,279
-115.06897433989413,32.249736354112805,2.7,2007-01-08T18:08:58,0,104,280
-121.51723542805568,40.16637543821383,2.5,2007-01-08T22:00:39,0,105,281
-116.2020718383308,31.829817267570487,2.9,2007-01-08T12:31:44,0,105,282
-116.82190288636096,34.32849569511155,2.6,2007-01-08T18:21:38,0,105,283
-122.2577528624677,38.66048362096705,2.8,2007-01-08T11:57:46,0,105,284
-116.20527478717096,31.869877111834505,2.9,2007-01-08T12:39:00,0,105,285
-116.19335455458231,31.87108279028904,4.0,2007-01-08T12:40:45,0,105,286
-122.25849077414762,38.66762575065725,3.0,2007-01-08T12:02:57,0,105,287
-115.54568468159675,32.97277015180468,2.8,2007-01-08T22:29:35,0,108,288
-120.83041139302765,35.49707670731398,2.9,2007-01-08T12:23:32,0,109,289
-118.20056627152586,37.5153051309946,2.7,2007-01-08T23:46:36,0,109,290
-117.16019659890377,34.00277958799053,3.1,2007-01-08T21:47:41,0,110,291
-117.16203767221587,34.000967801965864,3.1,2007-01-08T22:08:30,0,110,292
-116.67145471309176,35.78758447153269,2.6,2007-01-08T12:56:45,0,111,293
-118.6459664360898,38.049171834085605,2.6,2007-01-08T23:34:38,0,111,294
-118.64536643374969,38.04888321386929,2.7,2007-01-08T23:36:57,0,111,295
-115.28527358785286,32.56808167350596,3.2,2007-01-08T01:37:28,0,112,296
-118.39573016494757,37.933290943603566,2.8,2007-01-08T00:15:58,0,112,297
-115.80694289607392,32.09762351915308,2.5,2007-01-08T22:00:56,0,113,298
-124.91891013217317,40.36282796900822,2.5,2007-01-08T12:39:47,0,113,299
-118.20537824780604,37.50468739444776,2.9,2007-01-08T18:20:59,0,113,300
-118.39940149025846,35.38800910059207,3.3,2007-01-08T08:02:32,0,114,301
-116.73347667149976,32.11427768112719,2.5,2007-01-08T14:05:08,0,114,302
-115.06798433199116,32.14839627947982,3.0,2007-01-08T04:18:09,0,114,303
-120.87083773009968,35.56578166077861,3.8,2007-01-08T01:25:25,0,114,304
-121.1023471329526,35.72092904647291,2.9,2007-01-08T15:30:14,0,114,305
-120.86344140682962,35.56663842995269,2.9,2007-01-08T01:25:36,0,114,306
-117.9406457063288,36.92895422944681,2.9,2007-01-08T01:57:13,0,115,307
-117.61093695424924,35.7510059710191,2.6,2007-01-08T12:16:56,0,115,308
-122.40816310819945,40.61495889073815,3.8,2007-01-08T00:28:45,0,116,309
-116.37468482699336,31.82085980105093,2.5,2007-01-08T11:54:39,0,116,310
-122.4550015234366,40.6122210199501,2.8,2007-01-08T00:45:39,0,116,311
-115.83224988464856,31.86337351631674,2.6,2007-01-08T18:42:06,0,117,312
-117.24816453990866,34.05661997620976,2.6,2007-01-08T08:58:08,0,117,313
-125.78128588089862,40.46378207390965,2.5,2007-01-08T11:03:30,0,119,314
-122.75247562046812,38.81343003730844,3.2,2007-01-08T20:17:36,0,119,315
-115.46875946018058,32.0366827505842,3.0,2007-01-08T15:46:56,0,120,316
-115.4675014785752,32.03392018396015,2.6,2007-01-08T17:43:54,0,120,317
-125.74642500558902,40.60605039960411,3.3,2007-01-08T09:48:57,0,121,318
-124.07240043193347,40.522297474633376,2.6,2007-01-08T05:41:06,0,124,319
-116.0599283255405,32.67501662995906,3.2,2007-01-08T08:19:06,0,125,320
-116.06413651981902,32.67038794227665,2.6,2007-01-08T11:36:41,0,125,321
-116.32385524873536,34.00797332973085,2.9,2007-01-08T04:04:58,0,126,322
-116.88315844400272,34.35655401281792,2.6,2007-01-08T21:54:27,0,126,323
-121.02089114976968,35.67195485945332,2.6,2007-01-08T18:43:45,0,126,324
-115.7003806272134,31.79625686675394,3.7,2007-01-08T18:53:40,0,127,325
-115.69970030518292,31.79650111145381,2.5,2007-01-08T22:17:25,0,127,326
-115.69827900965286,31.79575066355242,2.6,2007-01-08T22:18:42,0,127,327
-123.1170626549642,40.39192768154855,3.1,2007-01-08T06:19:42,0,128,328
-121.57658852106158,36.84639364701421,2.9,2007-01-08T12:36:52,0,128,329
-116.79006890818386,34.21059802608736,2.5,2007-01-08T19:16:17,0,129,330
-118.64050639606027,34.33063087144755,4.3,2007-01-08T13:20:22,0,129,331
-116.34788293289122,34.71709847458062,2.5,2007-01-08T15:55:30,0,129,332
-118.53340801535045,34.48513297637554,2.5,2007-01-08T16:12:37,0,129,333
-118.48200050276304,34.60198693594762,2.6,2007-01-08T18:03:51,0,129,334
-118.62192541691893,34.34344420741468,2.6,2007-01-08T22:15:55,0,129,335
-118.53437905421538,34.48555493700859,2.5,2007-01-08T16:43:39,0,129,336
-118.53231259028944,34.47715641596863,2.7,2007-01-08T16:44:50,0,129,337
-116.03094884454204,37.79968622301618,2.5,2007-01-08T07:52:02,0,130,338
-116.83084819466552,33.93005608296628,4.1,2007-01-08T12:34:41,0,130,339
-121.5741548287268,36.845105742945314,3.3,2007-01-08T14:30:08,0,131,340
-115.6287295430038,33.1725169662924,2.6,2007-01-08T03:35:12,0,132,341
-123.14333691839596,39.12402303996477,2.9,2007-01-08T07:57:01,0,132,342
-123.19568510241206,39.15146760027972,2.5,2007-01-08T09:41:57,0,132,343
-115.0867141527661,32.42743804711512,2.5,2007-01-08T19:42:51,0,133,344
-117.77224275846316,36.05536521617898,2.8,2007-01-08T09:40:38,0,133,345
-116.06548738441172,32.70745267020748,3.1,2007-01-08T16:45:18,0,134,346
-121.18592767397384,40.32841792714128,2.5,2007-01-08T19:13:57,0,135,347
