id,time,longitude,latitude,magnitude,x,y
30,1990-01-29 19:50:57.510,129.417,27.188,5.1,-775.2033257518112,-1003.9982861224881
31,1990-01-30 03:15:02.200,145.46,43.008,5.5,951.6253989905314,481.66154533910685
32,1990-01-30 19:58:45.790,136.306,34.396,4.9,-16.307954841179143,-297.92310978775964
33,1990-01-31 02:18:19.600,129.289,26.385,4.6,-863.2649683884049,-1024.543508409378
34,1990-02-01 03:33:29.660,123.775,24.296,4.6,-1029.0849529473917,-1602.737086233408
35,1990-02-01 16:05:47.450,141.182,33.216,4.5,-151.09628855854407,151.4959076344375
36,1990-02-04 02:02:23.170,130.076,28.064,5.1,-683.795319301946,-930.8029153413299
37,1990-02-05 21:19:55.170,141.377,36.932,4.6,262.3894196410819,162.10889969195864
38,1990-02-06 08:08:45.380,131.124,32.136,4.7,-239.90447261267155,-793.0894089471738
39,1990-02-07 14:16:54.670,123.511,25.0,3.9,-946.8936264862357,-1618.9605407232793
40,1990-02-07 15:32:30.870,142.095,32.633,4.3,-214.1835247482949,238.00647850173783
41,1990-02-08 04:56:59.810,123.604,24.542,4.0,-999.20780469333,-1616.3929279189324
42,1990-02-08 10:36:04.200,123.716,25.18,3.6,-929.908897058567,-1595.7538986334878
43,1990-02-08 12:07:29.750,123.688,25.17,4.4,-930.6092104105844,-1598.7046636863527
44,1990-02-08 12:19:53.360,123.337,25.654,4.3,-871.5747159717343,-1626.4805032945467
45,1990-02-08 14:13:59.390,123.63,25.176,4.7,-929.0870724800529,-1604.421712250721
46,1990-02-09 03:57:04.660,138.813,33.957,4.2,-69.65960695856525,-68.30461922989505
47,1990-02-09 16:24:55.140,143.848,39.99,4.6,609.081116056884,366.27095471232
48,1990-02-09 22:30:23.520,140.315,26.972,5.2,-846.3383246577731,75.67966979629809
49,1990-02-10 14:37:53.710,139.033,29.736,4.4,-539.1381863904352,-50.322390430495474
50,1990-02-11 11:43:50.210,149.993,44.323,4.4,1129.4689107344832,832.5864526571776
51,1990-02-11 17:46:06.170,140.916,36.331,5.7,194.9038489663545,122.06077598062903
52,1990-02-11 18:50:23.730,140.734,40.355,4.5,642.1306998638671,100.19121104399328
53,1990-02-13 00:07:36.750,140.377,31.334,4.9,-361.26273259614993,78.24823170019314
54,1990-02-13 08:04:53.670,141.148,36.274,4.9,188.87496418703412,142.94712519892192
55,1990-02-13 17:07:38.960,142.579,40.287,4.1,637.9929747546037,257.00017248065967
56,1990-02-14 00:05:21.810,141.807,32.012,4.3,-283.8619233999234,212.5224884555817
57,1990-02-14 07:58:10.100,122.612,24.092,4.4,-1034.126397924723,-1723.2056422375488
58,1990-02-15 04:39:01.590,142.248,41.294,4.6,749.1104432786498,225.5881842956274
59,1990-02-15 05:11:58.760,122.778,22.718,4.2,-1189.6165365999805,-1727.1840960555694
60,1990-02-17 01:04:10.020,141.085,33.507,5.0,-118.87915573659987,141.99168909254257
61,1990-02-17 02:28:01.820,130.732,29.533,6.1,-526.0548773697409,-853.6172969608278
62,1990-02-17 12:31:37.150,144.09,41.635,5.0,792.8459777117602,377.80731275414763
63,1990-02-17 12:38:56.920,144.033,41.728,4.8,802.9567425076089,372.549805640689
64,1990-02-17 18:15:54.540,137.661,36.457,4.4,209.69067446612837,-169.28062983154524
65,1990-02-17 20:14:59.080,137.787,36.416,4.1,204.9244060129284,-158.09411760249992
66,1990-02-20 00:47:09.610,142.434,29.288,4.6,-585.2646213986654,279.71252699051905
67,1990-02-20 06:53:39.890,139.252,34.706,6.4,13.417368149037216,-27.567015543613323
68,1990-02-20 07:17:51.810,139.243,34.595,5.0,1.0772460932911663,-28.427735187471864
69,1990-02-20 09:48:29.560,139.212,34.546,4.2,-4.362128737247759,-31.283710575388596
70,1990-02-20 15:40:02.980,137.717,36.412,4.1,204.59320266837761,-164.36619849767308
71,1990-02-20 15:52:26.120,137.68,36.475,4.2,211.65984868949394,-167.5430510080421
72,1990-02-21 03:19:50.430,139.454,34.383,4.6,-22.535317033656856,-9.137300020400133
73,1990-02-21 14:10:46.820,142.22,29.253,4.7,-589.7018896411366,259.0294044117395
74,1990-02-21 14:15:45.770,142.278,44.143,5.1,1065.9084442082653,218.37092498726645
75,1990-02-23 10:43:48.320,139.939,27.959,4.0,-736.7876413069196,37.94004724125903
76,1990-02-23 20:40:23.390,124.494,25.357,4.3,-921.3711869353309,-1515.348089062067
77,1990-02-25 05:53:13.360,149.285,44.467,4.7,1139.3058779192852,774.5493978354508
78,1990-02-25 10:30:42.110,142.452,42.345,4.6,866.4497925660055,238.89580599624423
79,1990-02-26 00:31:24.180,142.367,25.336,4.9,-1024.8716946665738,283.95153661360047
80,1990-02-26 16:19:28.480,122.498,36.093,4.3,299.061490658546,-1525.0299053287092
81,1990-03-01 21:40:58.940,131.099,30.614,5.3,-408.8346430956166,-808.8636741488659
82,1990-03-02 15:07:29.630,139.964,36.133,4.9,172.1272317595957,36.863674267485074
83,1990-03-03 05:11:33.720,139.619,32.097,5.2,-276.72946214265613,6.165326376632258
84,1990-03-04 06:04:00.280,139.802,28.543,4.2,-671.8897959417948,24.311667401210443
85,1990-03-04 12:57:40.880,140.972,44.68,4.4,1123.2940302764875,112.72509843126765
86,1990-03-05 20:55:24.150,141.848,29.224,5.1,-593.774707904676,222.9641318936212
87,1990-03-05 21:02:42.890,135.477,35.35,4.5,92.50115575820568,-369.62995472159
88,1990-03-06 05:19:02.420,126.856,25.019,4.2,-989.3140730854808,-1282.7533722435248
89,1990-03-06 05:35:56.630,127.038,25.212,4.2,-969.9760865283537,-1262.197705368889
90,1990-03-06 13:43:51.730,141.0,35.705,4.6,125.40456868470007,130.60748834188158
91,1990-03-06 16:06:38.370,122.757,22.367,4.2,-1228.3618134727772,-1734.5415936345119
92,1990-03-06 21:11:08.240,140.982,42.632,4.5,895.5931294788462,117.23751057656618
93,1990-03-07 05:56:31.300,130.107,29.08,4.1,-571.1433805476576,-918.2473163091761
94,1990-03-08 01:54:30.860,140.857,33.146,4.6,-159.3138451777824,121.3604971154017
95,1990-03-08 02:08:38.520,142.222,29.202,4.9,-595.367682892848,259.3600248441849
96,1990-03-08 09:42:19.830,137.641,36.451,4.1,209.0578039874342,-171.08234415004384
97,1990-03-08 10:34:29.960,130.498,28.393,4.1,-650.832589402001,-886.5190832750526
98,1990-03-09 08:13:20.810,140.831,32.378,4.6,-244.7404967405291,119.98733422455871
99,1990-03-09 21:59:26.730,148.916,45.62,4.0,1264.1223901713922,731.2794620399036
100,1990-03-11 05:03:24.940,135.33,34.15,4.6,-40.34526084108095,-388.5515273651723
101,1990-03-11 14:04:12.080,139.444,34.801,4.4,23.945103192981772,-10.004511854936311
102,1990-03-11 22:46:34.680,138.654,33.493,5.5,-121.13498292829003,-83.42237721343622
103,1990-03-12 08:45:31.460,140.876,33.9,4.6,-75.45203171834972,122.05068373014522
104,1990-03-13 00:02:52.750,145.035,23.942,5.2,-1169.6772270532756,560.0735608749309
105,1990-03-14 15:57:48.830,142.319,29.212,4.6,-594.0134826566397,268.75829766351137
106,1990-03-14 18:43:27.900,142.783,39.864,4.6,591.5322576424724,275.9673871341594
107,1990-03-15 08:13:30.360,142.36,29.043,4.7,-612.6995392073408,273.2163849307555
108,1990-03-16 16:33:46.060,123.359,23.771,5.1,-1081.3198939472538,-1652.4643354289603
109,1990-03-19 00:22:03.760,125.31,25.375,4.1,-930.447539848269,-1433.4442560342682
110,1990-03-20 01:12:19.720,141.605,27.22,5.8,-817.0905853253747,203.39537136589658
111,1990-03-20 15:35:15.290,138.735,39.278,4.7,522.0566958909372,-70.53569639175821
112,1990-03-20 22:04:48.440,131.595,29.496,5.5,-536.8301312461838,-770.5670336559582
113,1990-03-21 10:14:45.250,143.502,39.401,4.2,542.3505152809736,339.562349742798
114,1990-03-23 20:09:50.790,141.558,36.537,4.7,218.78184626526846,179.1021582964313
115,1990-03-23 21:06:03.060,147.756,43.718,5.3,1044.4494428212554,661.0879943766812
116,1990-03-24 12:04:40.750,147.819,43.963,3.8,1072.0818142964695,663.5693703147725
117,1990-03-25 12:34:41.980,149.555,44.033,3.7,1093.4831815433204,801.5203485250927
118,1990-03-26 03:17:36.110,132.04,29.951,4.9,-489.4233540604094,-724.0919618576282
119,1990-03-26 22:08:57.130,148.772,44.462,5.8,1134.5864358910787,733.9264575351616
120,1990-03-27 15:35:25.690,131.436,29.445,4.6,-541.3226752504022,-786.3501580230162
121,1990-03-28 00:43:36.090,147.924,43.573,4.5,1029.5606057299144,676.1329492072159
122,1990-03-28 07:19:23.690,142.587,23.248,4.6,-1256.457021253397,311.91206630315827
123,1990-03-29 05:36:42.030,141.673,44.805,4.4,1138.251095324747,168.0839984221219
124,1990-03-30 10:26:29.880,137.722,40.428,4.2,651.1120702035992,-155.29052748046718
125,1990-03-31 17:42:01.140,137.868,36.229,4.4,184.0061065148617,-151.20340837925792
126,1990-03-31 19:31:42.750,146.969,42.891,6.0,947.3456646782097,605.5657850514023
127,1990-03-31 20:55:34.260,146.98,42.96,5.0,955.076557104023,605.8175624298589
128,1990-03-31 21:09:23.550,147.001,42.792,4.7,936.5613621103854,609.0994131195979
129,1990-03-31 21:12:34.350,146.973,42.853,4.9,943.1527612563674,606.2460560685558
130,1990-04-01 07:43:12.080,138.166,34.415,3.9,-18.107939113263054,-127.28078229323258
131,1990-04-01 16:13:05.350,141.188,24.358,5.4,-1136.0378713024097,166.4399285858318
132,1990-04-01 22:35:48.200,147.025,42.859,4.2,944.1547423597985,610.4292022303074
133,1990-04-02 03:40:44.580,138.15,29.66,4.0,-546.8085981652656,-135.78454344786783
134,1990-04-02 06:22:57.680,146.87,42.908,4.8,948.6005536351481,597.3422570532481
135,1990-04-02 09:38:58.110,146.898,42.901,5.0,948.001409462291,599.6879910629262
136,1990-04-02 12:38:59.230,141.862,29.386,4.9,-575.7320991626775,223.94913254290665
137,1990-04-02 12:44:37.180,142.054,29.359,4.5,-578.3099316320223,242.6403815805466
138,1990-04-03 17:27:05.240,128.766,28.993,4.9,-568.3091221334273,-1049.131933519713
139,1990-04-05 12:26:25.030,142.05,29.35,4.5,-579.3198330343187,242.27485974261492
140,1990-04-06 16:23:07.460,128.708,26.194,4.8,-878.8325632914892,-1084.3268463626719
141,1990-04-07 10:35:20.930,141.781,27.244,4.7,-814.0750366320698,220.79162700138522
142,1990-04-07 22:35:02.230,127.769,26.796,5.1,-802.0890238805057,-1171.1070465025618
143,1990-04-08 04:34:27.030,141.962,36.211,5.0,183.33822571953752,216.0853802879657
144,1990-04-08 09:26:15.310,148.728,45.093,5.1,1204.2108777194026,722.9516459740279
145,1990-04-08 15:52:55.890,139.904,35.989,4.8,156.09461954456677,31.531635866109834
146,1990-04-08 22:43:42.280,148.35,44.558,4.6,1141.9776325076955,699.3523965899292
147,1990-04-09 01:23:38.950,128.715,27.569,4.0,-726.054968213925,-1069.308801166351
148,1990-04-09 22:34:52.420,144.678,42.527,4.9,894.4446699392225,421.0550103774152
149,1990-04-11 07:53:37.660,144.048,42.54,5.6,893.2553172606692,369.2616966047833
150,1990-04-11 20:51:12.190,135.451,35.474,6.1,106.38178405424038,-371.41770303413017
151,1990-04-12 12:12:19.620,128.568,25.85,4.0,-915.6656161974096,-1101.8504819566172
152,1990-04-12 21:53:09.320,140.12,27.16,4.7,-825.5529826729359,56.19612178704667
153,1990-04-13 03:35:12.040,138.957,40.255,4.8,630.5538180983216,-50.708108638739304
154,1990-04-13 04:01:41.800,136.412,35.155,4.3,67.76912591424886,-285.56649150978546
155,1990-04-13 06:38:02.750,126.652,26.631,4.0,-807.6799567768978,-1283.6764412323876
156,1990-04-14 08:00:13.850,139.924,27.296,5.7,-810.5150611024254,36.70223898260393
157,1990-04-14 08:06:48.080,139.89,27.571,4.6,-779.9475367067856,33.243929730246286
158,1990-04-14 08:15:55.300,140.04,27.272,4.3,-813.1379575034034,48.20674975856048
159,1990-04-15 10:30:43.260,124.485,22.908,4.8,-1193.6575109450491,-1549.9105085151714
160,1990-04-15 22:44:08.120,122.046,24.379,5.0,-993.1504319171858,-1775.7357866815798
161,1990-04-18 07:21:43.280,140.278,26.969,4.7,-846.6972360534303,72.0043211250825
162,1990-04-18 07:22:53.710,131.393,30.786,4.8,-391.9628605144272,-779.3458405572895
163,1990-04-20 15:34:05.420,122.89,24.736,3.8,-966.8304374124073,-1685.268600365241
164,1990-04-21 12:24:04.830,138.096,29.649,4.0,-547.9607583319731,-141.02450312656984
165,1990-04-22 03:38:58.940,127.884,26.825,4.2,-800.1120773843259,-1159.3958966608427
166,1990-04-22 13:19:58.130,148.947,44.47,4.4,1136.868950663828,747.7116227034605
167,1990-04-22 15:55:23.120,130.987,29.781,4.3,-500.5325623788374,-826.8461283483613
168,1990-04-22 19:23:57.780,141.705,37.502,3.1,326.3505268166462,189.85380661385318
169,1990-04-23 08:17:30.290,138.762,30.61,4.5,-441.790972166784,-75.81361985721092
170,1990-04-23 10:49:55.010,122.434,24.336,3.4,-1004.1704145221427,-1737.354233121643
171,1990-04-24 16:31:46.890,132.246,42.126,4.1,861.7221103327929,-603.764506781207
172,1990-04-24 23:49:49.460,128.818,26.359,5.1,-861.5857591414203,-1071.680787935276
173,1990-04-25 02:24:21.940,123.488,24.285,5.2,-1026.070694271431,-1631.8632821388353
174,1990-04-25 05:16:14.940,142.596,44.96,4.6,1157.5148494035095,240.64942469081822
175,1990-04-25 10:46:10.900,128.915,26.067,3.8,-895.0071822648758,-1064.9727904569202
176,1990-04-25 11:33:53.700,141.632,32.331,4.6,-248.7389059279635,195.31969881988368
177,1990-04-26 16:05:27.590,122.241,24.781,4.0,-951.5918350058926,-1749.6892335388015
178,1990-04-29 23:33:17.660,142.278,40.434,4.7,653.5721116616671,230.95447339307535
179,1990-04-30 00:23:24.570,142.352,40.449,4.2,655.4198509884081,237.17492313881812
180,1990-04-30 02:30:56.750,142.932,39.931,5.0,599.4157953377116,288.42294560250605
181,1990-04-30 04:54:13.520,142.735,39.97,4.7,603.1799750125664,271.46213996547266
182,1990-05-02 06:50:43.450,146.648,42.616,4.5,914.7917036914856,581.8536652864519
183,1990-05-02 07:52:44.560,142.513,39.982,4.0,603.9114279184539,252.48326685890783
184,1990-05-02 19:57:08.130,138.677,30.412,4.5,-463.7424162281846,-84.13246877325895
185,1990-05-03 07:45:43.020,140.51,36.439,5.2,206.4887176272673,85.5711550009573
186,1990-05-03 22:39:50.870,122.521,24.674,4.4,-967.9556156140358,-1723.289333603077
187,1990-05-04 18:24:12.810,123.88,23.91,4.6,-1073.5538782122812,-1597.6561402655827
188,1990-05-04 22:21:54.360,122.237,22.198,3.7,-1238.953817483923,-1790.4345828943447
189,1990-05-06 18:24:03.920,138.651,36.517,4.3,215.1167261401121,-80.67250897264041
190,1990-05-07 01:18:40.220,123.57,24.35,4.1,-1020.0594301483643,-1622.6359007085662
191,1990-05-07 22:19:09.920,143.169,42.216,4.5,854.1433648805898,298.54598684393085
192,1990-05-08 20:22:16.890,147.824,43.511,4.6,1021.9628334257355,668.7289457426835
193,1990-05-08 21:15:57.260,148.204,43.125,4.4,981.9135235124318,703.5884806857454
194,1990-05-09 10:49:51.760,142.197,26.937,4.9,-847.2778071843088,262.8008425999645
195,1990-05-10 02:08:56.730,140.231,27.272,4.7,-813.035569097984,67.13526698833111
196,1990-05-10 14:30:07.800,144.602,42.687,4.6,911.8868303778261,413.8058752211176
197,1990-05-11 13:10:20.290,130.858,41.82,6.3,837.4550580155588,-721.4290591890419
198,1990-05-11 18:59:07.470,143.224,39.753,4.8,580.539469048057,314.12328385871496
199,1990-05-12 15:52:02.890,141.841,35.889,3.9,147.28062479108814,206.06272384697962
200,1990-05-13 02:26:51.600,141.78,31.888,4.2,-297.7046762225065,210.26712094100563
201,1990-05-13 11:25:13.340,139.801,40.451,4.4,652.2179775034322,20.972847335753485
202,1990-05-13 17:23:48.440,142.275,40.506,4.7,661.5694790228072,230.46288691945304
203,1990-05-14 08:14:41.110,140.17,35.545,4.4,106.84037531874269,55.77358035066481
204,1990-05-14 14:09:51.970,127.241,26.509,4.6,-828.109623149624,-1226.751899752989
205,1990-05-15 22:07:52.920,144.298,42.429,4.9,881.9244055883677,390.4416153070724
206,1990-05-15 23:17:31.130,144.254,42.497,4.8,889.3001669178489,386.42470078971763
207,1990-05-16 01:36:24.870,125.066,24.189,4.2,-1059.0937327697957,-1473.7425724460907
208,1990-05-16 07:27:59.280,122.573,24.462,3.7,-992.3553902149991,-1721.3858133778294
209,1990-05-17 01:04:07.590,136.88,37.06,5.4,278.3376933735639,-237.28107005882018
210,1990-05-17 23:25:50.880,143.267,39.508,4.8,553.4459899456086,318.88930184633097
211,1990-05-17 23:28:00.120,127.846,26.619,5.8,-822.6004512126502,-1165.4688248972377
212,1990-05-18 08:30:04.040,138.824,29.948,4.5,-515.4449563326574,-70.36895703707962
213,1990-05-18 11:04:56.020,149.616,45.824,4.8,1292.494868555122,783.0357937946928
214,1990-05-18 11:22:56.050,141.693,43.949,4.9,1043.1184355099108,172.02203938022902
215,1990-05-19 06:46:35.810,143.253,40.213,5.3,631.7670166706199,314.55791517254727
216,1990-05-19 15:48:08.230,140.301,27.273,4.6,-812.8784346140272,74.07165170235034
217,1990-05-20 02:44:03.170,128.167,29.436,5.0,-512.9661268965897,-1102.1095684017068
218,1990-05-20 06:43:45.380,147.623,43.874,5.7,1060.8283898673997,648.7934433965742
219,1990-05-20 11:54:55.850,148.481,44.142,4.4,1096.8318646024793,714.5043101344677
220,1990-05-21 08:40:59.700,141.949,41.398,4.8,760.0058947160164,200.25478727627424
221,1990-05-21 13:26:06.820,137.811,35.893,3.9,146.7345969607836,-156.9771487047474
222,1990-05-23 02:35:14.550,129.678,27.296,3.8,-765.6092391597308,-977.1846497102682
223,1990-05-23 17:47:30.060,138.264,33.377,4.4,-133.64472507581476,-119.7493111007234
224,1990-05-24 00:33:06.250,142.598,28.741,4.5,-645.6383941635735,297.29633387823515
225,1990-05-24 12:09:39.270,129.688,28.18,4.9,-667.4406151683096,-967.6823970838398
226,1990-05-24 21:59:20.060,143.352,39.619,4.8,566.0675326869438,325.68116659791906
227,1990-05-25 21:05:44.190,142.89,27.374,3.9,-796.7776258854346,330.2734664291402
228,1990-05-25 22:29:28.870,142.876,27.854,4.3,-743.4490791581829,327.337867856662
229,1990-05-26 00:51:42.100,139.713,27.624,4.3,-774.0946213735006,15.745675829479627
230,1990-05-26 08:05:57.360,147.658,43.682,4.8,1039.7657746542884,653.5821296483864
231,1990-05-26 19:05:49.710,141.361,35.157,4.4,65.00336158525539,164.3080444023673
232,1990-05-28 16:11:59.560,147.378,43.919,5.4,1064.146661693723,628.6961134562032
233,1990-05-29 07:14:11.210,144.404,43.333,4.9,982.8182766543644,393.6470090615384
234,1990-05-29 14:23:12.130,140.975,36.367,4.3,198.98069421555414,127.28820769677594
235,1990-05-30 12:38:04.990,126.512,24.21,4.9,-1075.187018917713,-1327.0604890257139
236,1990-05-30 18:34:53.260,141.753,28.305,4.7,-696.1564632643243,215.74155526461212
237,1990-05-31 22:04:24.070,125.913,24.182,3.9,-1070.9042084481964,-1388.0832039115398
238,1990-06-01 01:22:11.590,140.339,35.522,6.3,104.38996180580546,71.08437116990022
239,1990-06-01 16:43:31.020,122.078,23.919,4.0,-1044.8422810741085,-1779.8667710717668
240,1990-06-05 13:42:51.200,139.045,35.412,5.3,91.99668662938282,-46.09037740920877
241,1990-06-05 21:50:48.490,139.798,31.215,4.0,-374.77798405799155,23.25793606538988
242,1990-06-06 06:41:55.280,138.483,30.436,4.2,-460.9004885007607,-102.7255353360916
243,1990-06-07 13:53:45.000,148.275,44.143,4.8,1095.3811258242497,698.0584705605435
244,1990-06-07 19:31:30.860,141.487,32.358,5.0,-246.0024494779737,181.63967023978586
245,1990-06-08 02:22:56.770,123.63,23.813,4.5,-1080.68301524408,-1624.3816088655567
246,1990-06-09 15:20:04.970,148.142,43.876,4.9,1064.7715844755533,690.3772285447732
247,1990-06-09 20:08:30.920,148.305,44.467,4.7,1131.545790180806,696.8117174132199
248,1990-06-10 15:58:50.300,148.545,43.65,4.8,1042.7537763656453,725.2553511784157
249,1990-06-13 23:48:54.090,122.639,24.702,4.8,-966.7007041804605,-1711.0005833037683
250,1990-06-14 02:49:49.100,122.659,24.731,3.9,-963.7893090148989,-1708.5392579613253
251,1990-06-14 19:01:30.420,138.761,29.882,4.6,-522.7397643780174,-76.49844450978765
252,1990-06-15 13:05:07.530,140.271,35.685,4.5,122.46840375036373,64.79918417530091
253,1990-06-16 04:53:42.940,127.976,27.998,6.0,-670.727651013609,-1137.0992884600678
254,1990-06-16 19:27:12.370,141.671,24.555,4.7,-1113.2971757840191,215.2400368283627
255,1990-06-18 11:42:32.390,122.508,24.887,4.8,-944.0620889044534,-1721.2330302676448
256,1990-06-19 19:39:39.840,141.569,24.291,4.5,-1142.8470950677488,205.3579064107109
257,1990-06-19 21:06:55.920,136.6,35.054,4.3,56.021346263075046,-268.81408986324624
258,1990-06-20 00:40:21.160,127.748,27.895,4.4,-679.7124646504825,-1160.599860117129
259,1990-06-20 11:49:29.770,142.78,42.079,4.1,837.7547525980956,266.987365024293
260,1990-06-20 18:42:28.690,140.489,41.115,4.4,726.4084026320651,78.5325627391971
261,1990-06-21 07:41:50.180,130.475,29.019,4.6,-581.0627952746635,-883.115926581075
262,1990-06-21 22:46:31.000,126.914,26.985,5.0,-771.4274470235111,-1253.422843701634
263,1990-06-22 16:18:22.000,127.828,26.701,4.4,-813.2902592847231,-1166.3337143579347
264,1990-06-23 19:45:43.880,140.068,28.401,4.2,-687.5861055613245,50.414812313308694
265,1990-06-23 20:21:12.100,131.114,32.103,4.4,-243.4939126730123,-794.3226467923496
266,1990-06-24 11:37:00.880,149.171,44.052,4.8,1092.3502549800216,770.6325581099804
267,1990-06-25 00:42:30.480,140.78,38.248,4.0,407.8998000065185,107.16885254968864
268,1990-06-26 04:40:14.720,140.226,34.464,4.4,-13.327894416395576,61.64673225255476
269,1990-06-26 21:54:45.730,138.99,34.858,5.4,30.421659250941993,-51.42196806118728
270,1990-06-29 06:06:27.280,122.787,24.0,3.9,-1047.0981737915383,-1706.9387995930217
271,1990-06-30 07:44:56.820,123.418,24.402,4.3,-1012.0115087753313,-1637.1957513911827
272,1990-06-30 18:49:18.080,149.179,44.29,5.3,1118.8034798979727,768.3353306491059
273,1990-06-30 18:57:49.480,148.856,44.864,4.7,1179.8278454715896,735.7635423975522
274,1990-06-30 19:32:50.450,149.31,44.114,4.8,1100.3815243140662,780.952743155388
275,1990-06-30 19:50:06.270,148.885,43.965,3.8,1080.3727659798647,748.8373064584505
276,1990-06-30 20:51:45.600,149.233,44.149,5.0,1103.6187765560098,774.3793603939771
277,1990-07-02 21:55:59.530,124.766,25.413,4.3,-918.9065821720146,-1487.360643562025
278,1990-07-03 18:32:14.110,140.049,35.926,5.2,149.1446836520642,44.613814742211694
279,1990-07-04 02:24:41.940,124.473,25.372,5.6,-919.4100681333141,-1517.23714628191
280,1990-07-04 04:54:51.610,140.323,35.984,4.5,155.75027123070805,69.23701864107582
281,1990-07-06 12:14:05.760,142.16,24.566,4.7,-1111.0093057727638,264.91378837715337
282,1990-07-06 20:45:43.270,141.35,36.282,4.2,190.07302915980407,161.0390819791921
283,1990-07-07 03:57:01.890,130.317,30.194,4.6,-449.1509994487794,-887.4768502493466
284,1990-07-08 07:48:33.900,138.439,28.502,4.6,-675.9056646684141,-109.11679324719918
285,1990-07-08 21:13:07.410,142.159,41.084,4.9,725.5568749461949,218.80882254051545
286,1990-07-09 08:25:17.910,122.431,24.24,4.7,-1014.8013238122577,-1739.1634129384586
287,1990-07-09 22:55:14.690,143.076,30.887,4.3,-405.5906999763141,336.30083187401794
288,1990-07-10 04:51:14.290,138.599,30.63,4.5,-439.43658420300517,-91.40513629044874
289,1990-07-11 14:11:57.920,138.965,32.809,4.6,-197.40263699871153,-55.01470510533987
290,1990-07-11 23:08:28.100,134.286,38.619,3.7,460.8424580686558,-457.78483443287456
291,1990-07-13 14:09:36.260,148.826,45.611,4.6,1262.41321198438,724.3849410300191
292,1990-07-13 16:07:40.130,143.317,39.505,4.5,553.2782255460146,323.1942731271635
293,1990-07-13 22:12:06.770,143.512,39.598,4.8,564.2830776345679,339.491286213905
294,1990-07-14 02:09:18.030,143.656,39.57,4.3,561.6851084262721,351.97101257278774
295,1990-07-16 05:11:12.450,142.311,32.331,4.9,-247.23918599439844,259.1153455350662
296,1990-07-16 10:08:13.420,141.354,36.123,5.0,172.4005123600493,161.72160147081095
297,1990-07-16 12:35:11.100,141.877,39.299,5.0,526.4898118515875,200.1330608547895
298,1990-07-16 23:30:14.420,141.602,36.665,4.1,233.09396011007763,182.73444687945522
299,1990-07-17 18:01:45.090,128.591,26.177,4.1,-879.5433913389712,-1096.1641425447485
300,1990-07-18 02:19:17.560,146.667,44.664,4.6,1142.284753342993,564.8907454074614
301,1990-07-21 03:27:29.820,140.349,41.636,4.3,784.2336612410589,66.27044007115411
