index,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
424,2008-01-04 11:32:45.744,-116.75809,33.67043,1.3,20.986784874704743,-23.725080119103872,1.0,21,0.0,0.0,0.0,-inf,-inf,
460,2008-01-04 18:47:01.131,-116.83916,33.72118,1.3,26.651403238661967,-31.20894982082697,1.0,22,0.0,0.0,0.0,-inf,-inf,
572,2008-01-05 13:10:40.054,-116.43491,33.47206,1.0,-1.0982912650109369,6.196530055745098,1.0,23,0.0,0.0,0.0,-inf,-inf,
584,2008-01-05 15:25:11.760,-116.016,33.0155,1.6,-51.7619729494372,45.28828746260925,1.0,24,0.0,0.0,0.0,-inf,-inf,
603,2008-01-05 21:18:41.783,-116.3171,33.31934,2.1,-18.06674870802139,17.15398608869186,1.0,25,0.0,0.0,0.0,-inf,-inf,
605,2008-01-05 21:20:28.970,-116.61324,33.58072,1.2000000000000002,10.987708422132355,-10.331266556091244,1.0,26,0.0,0.0,0.0,-inf,-inf,
642,2008-01-06 04:42:15.789,-116.39093,33.48685,1.9000000000000001,0.549768893778112,10.27408602770138,1.0,27,0.0,0.0,0.0,-inf,-inf,
693,2008-01-06 13:40:10.367,-116.74102,33.63735,2.0,17.304683212451497,-22.153909568002693,1.0,28,0.0,0.0,0.0,-inf,-inf,
714,2008-01-06 20:28:32.213,-116.2598,33.35086,1.1,-14.55096964043846,22.469979070458223,1.0,29,0.0,0.0,0.0,-inf,-inf,
717,2008-01-06 21:15:16.425,-116.82548,33.72228,1.3,26.7696815561163,-29.943357586697605,1.0,30,0.0,0.0,0.0,-inf,-inf,
750,2008-01-07 03:37:17.267,-116.73636,33.69331,1.6,23.526161731938583,-21.708400119133444,1.0,31,0.0,0.0,0.0,-inf,-inf,
759,2008-01-07 05:07:35.516,-116.81982,33.7107,1.6,25.48042479394512,-29.42385316532889,1.0,32,0.0,0.0,0.0,-inf,-inf,
771,2008-01-07 06:42:42.950,-116.9576,33.9961,1.2000000000000002,57.2629635151167,-42.02789862105458,1.0,33,0.0,0.0,0.0,-inf,-inf,
826,2008-01-07 17:22:47.606,-116.39279,33.30732,1.5,-19.41323616816544,10.122499279011496,1.0,34,0.0,0.0,0.0,-inf,-inf,
831,2008-01-07 18:11:20.402,-116.57708,33.44944,2.5,-3.612977121256036,-6.992099745852149,1.0,35,0.0,0.0,0.0,-inf,-inf,
907,2008-01-08 07:36:22.278,-116.99805,33.95554,1.8,52.77008286222292,-45.77869496123585,1.0,36,0.0,0.0,0.0,-inf,-inf,
967,2008-01-08 20:50:35.462,-116.69107,33.68034,1.5,22.07539528259893,-17.520975966784636,1.0,37,0.0,0.0,0.0,-inf,-inf,
997,2008-01-09 03:45:01.421,-116.69089,33.68026,1.0,22.066469287282192,-17.504336777321242,1.0,38,0.0,0.0,0.0,-inf,-inf,
1007,2008-01-09 06:11:12.785,-116.56587,33.51353,1.2000000000000002,3.512807033948675,-5.94765656874446,1.0,39,0.0,0.0,0.0,-inf,-inf,
1065,2008-01-09 16:54:27.347,-116.31899,33.00651,1.3,-52.85215552081221,17.039230125389633,1.0,40,0.0,0.0,0.0,-inf,-inf,
1187,2008-01-10 18:49:44.110,-116.03342,33.17103,1.0,-34.47529486584938,43.58660735114375,1.0,41,0.0,0.0,0.0,-inf,-inf,
1238,2008-01-11 06:54:31.447,-116.57624,33.4953,1.1,1.4863656819031068,-6.910507765531154,1.0,42,0.0,0.0,0.0,-inf,-inf,
1432,2008-01-12 02:14:19.170,-116.38082,33.39777,1.3,-9.354427778178072,11.22318837525726,1.0,43,0.0,0.0,0.0,-inf,-inf,
1497,2008-01-12 08:59:59.697,-116.60141,33.09062,1.1,-43.51003462040551,-9.28754409535184,1.0,44,0.0,0.0,0.0,-inf,-inf,
1506,2008-01-12 09:39:28.603,-116.80731,33.70393,2.4000000000000004,24.724154440323712,-28.268934744955928,1.0,45,0.0,0.0,0.0,-inf,-inf,
1840,2008-01-14 06:43:15.180,-116.29679,33.25316,1.9000000000000001,-25.42209162143644,19.05559820325349,1.0,46,0.0,0.0,0.0,-inf,-inf,
1841,2008-01-14 06:43:51.221,-116.29733,33.2527,1.1,-25.4733400132233,19.005485216539583,1.0,47,0.0,0.0,0.0,-inf,-inf,
1856,2008-01-14 07:32:57.810,-116.74294,33.65884,1.3,19.6946723741668,-22.32608981871984,1.0,48,0.0,0.0,0.0,-inf,-inf,
1880,2008-01-14 09:54:56.359,-116.36853,33.41983,1.3,-6.900073606451596,12.36096672090714,1.0,49,0.0,0.0,0.0,-inf,-inf,
1926,2008-01-14 15:43:37.403,-116.73325,33.95139,1.1,52.2226836204249,-21.35631588616434,1.0,50,0.0,0.0,0.0,-inf,-inf,
1952,2008-01-15 00:01:10.130,-116.45852,33.47972,1.2000000000000002,-0.2476977822790408,4.006259158563903,1.0,51,0.0,0.0,0.0,-inf,-inf,
1957,2008-01-15 01:23:14.964,-116.60532,33.42003,1.3,-6.880962745203963,-9.61540899365755,1.0,52,0.0,0.0,0.0,-inf,-inf,
1967,2008-01-15 02:58:37.244,-116.62216,33.44155,1.1,-4.486363427087496,-11.175546843556267,1.0,53,0.0,0.0,0.0,-inf,-inf,
1996,2008-01-15 07:43:01.549,-116.76971,33.6728,1.1,21.25303574482049,-24.79972165931323,1.0,54,0.0,0.0,0.0,-inf,-inf,
2068,2008-01-16 00:34:05.312,-116.76193,33.67393,1.2000000000000002,21.376852056395418,-24.07945838360895,1.0,55,0.0,0.0,0.0,-inf,-inf,
2083,2008-01-16 04:25:09.195,-116.78108,33.84062,2.3000000000000003,39.91652884753677,-25.80144353201585,1.0,56,0.0,0.0,0.0,-inf,-inf,
2129,2008-01-16 10:16:25.492,-116.80257,33.93195,1.4000000000000001,50.077512355638255,-27.75658141366224,1.0,57,0.0,0.0,0.0,-inf,-inf,
2143,2008-01-16 12:38:48.374,-116.35377,33.33239,1.5,-16.62110264570528,13.744660780644304,1.0,58,0.0,0.0,0.0,-inf,-inf,
2215,2008-01-17 06:04:46.528,-116.32643,33.31625,1.1,-18.41184084655655,16.28764952275161,1.0,59,0.0,0.0,0.0,-inf,-inf,
2231,2008-01-17 10:35:54.817,-116.83615,33.72505,2.0,27.080824696159084,-30.9291752486754,1.0,60,0.0,0.0,0.0,-inf,-inf,
2232,2008-01-17 11:14:34.740,-116.7824,33.68279,1.2000000000000002,22.366979206541732,-25.97101898398834,1.0,61,0.0,0.0,0.0,-inf,-inf,
2240,2008-01-17 13:07:37.020,-116.8045,33.1258,1.1,-39.56166692271169,-28.19619026868873,1.0,62,0.0,0.0,0.0,-inf,-inf,
2272,2008-01-17 21:46:17.340,-116.32967,33.8985,1.6,46.330880962132085,15.879100709480769,1.0,63,0.0,0.0,0.0,-inf,-inf,
2303,2008-01-18 03:07:25.168,-116.40375,33.35353,1.1,-14.27593205547968,9.099154369187936,1.0,64,0.0,0.0,0.0,-inf,-inf,
2310,2008-01-18 03:45:23.348,-116.20917,33.3396,1.3,-15.790937068827024,27.17616791920482,1.0,65,0.0,0.0,0.0,-inf,-inf,
2311,2008-01-18 03:45:43.298,-116.20857,33.33978,1.5,-15.770765035936831,27.231848596535137,1.0,66,0.0,0.0,0.0,-inf,-inf,
2369,2008-01-18 09:25:27.952,-116.85824,33.88592,1.1,44.97553652786058,-32.91034414217284,1.0,67,0.0,0.0,0.0,-inf,-inf,
2466,2008-01-19 02:22:50.469,-116.21556,33.3496,1.4000000000000001,-14.680640509892626,26.57951217722336,1.0,68,0.0,0.0,0.0,-inf,-inf,
2519,2008-01-19 13:53:09.409,-116.3873,33.35256,1.1,-14.382230673381503,10.627156998373362,1.0,69,0.0,0.0,0.0,-inf,-inf,
2536,2008-01-19 18:54:43.875,-116.48168,33.46834,1.2000000000000002,-1.5137499149460791,1.8585154833798376,1.0,70,0.0,0.0,0.0,-inf,-inf,
2545,2008-01-19 20:27:04.540,-116.75388,33.66524,1.0,20.40872821167145,-23.336889142613582,1.0,71,0.0,0.0,0.0,-inf,-inf,
2588,2008-01-20 04:33:44.474,-116.37305,33.37741,1.1,-11.61749008763952,11.947302357911187,1.0,72,0.0,0.0,0.0,-inf,-inf,
2624,2008-01-20 09:29:58.877,-116.45354,33.50565,1.2000000000000002,2.6357897616070494,4.4667944409339215,1.0,73,0.0,0.0,0.0,-inf,-inf,
2627,2008-01-20 09:36:24.297,-116.45391,33.50584,1.2000000000000002,2.6569009417252483,4.432479121166276,1.0,74,0.0,0.0,0.0,-inf,-inf,
2677,2008-01-20 16:28:41.294,-116.87069,33.47411,1.4000000000000001,-0.8115470957344775,-34.22283456751057,1.0,75,0.0,0.0,0.0,-inf,-inf,
2693,2008-01-20 20:37:37.339,-116.0219,33.92312,1.1,49.157963748321926,44.272019993867445,1.0,76,0.0,0.0,0.0,-inf,-inf,
2702,2008-01-20 22:14:38.105,-116.02375,33.6869,2.6,22.890777421256672,44.22289289426877,1.0,77,0.0,0.0,0.0,-inf,-inf,
2744,2008-01-21 03:23:47.604,-116.72972,33.64896,1.1,18.593298841809982,-21.104954512893407,1.0,78,0.0,0.0,0.0,-inf,-inf,
2745,2008-01-21 03:24:19.303,-116.31463,33.00832,1.2000000000000002,-52.65017195429044,17.44544040698295,1.0,79,0.0,0.0,0.0,-inf,-inf,
2795,2008-01-21 12:34:59.583,-116.56871,33.17208,1.1,-34.454532541874485,-6.235382223366668,1.0,80,0.0,0.0,0.0,-inf,-inf,
2874,2008-01-22 06:17:44.310,-116.83401,33.72067,1.2000000000000002,26.593154912748822,-30.732828870236222,1.0,81,0.0,0.0,0.0,-inf,-inf,
2885,2008-01-22 08:29:44.806,-116.83281,33.72069,1.8,26.59502360956533,-30.62183782225664,1.0,82,0.0,0.0,0.0,-inf,-inf,
2886,2008-01-22 08:30:42.457,-116.83166,33.71961,1.1,26.47459404504452,-30.515861356928436,1.0,83,0.0,0.0,0.0,-inf,-inf,
2970,2008-01-22 21:54:08.886,-116.37305,33.37765,1.9000000000000001,-11.590803310045516,11.94726935725827,1.0,84,0.0,0.0,0.0,-inf,-inf,
2976,2008-01-22 22:47:38.334,-116.83554,33.7216,1.0,26.697020805193723,-30.8739995858504,1.0,85,0.0,0.0,0.0,-inf,-inf,
2994,2008-01-23 04:17:07.098,-116.66125,33.61694,1.4000000000000001,15.020996319771792,-14.772583285760588,1.0,86,0.0,0.0,0.0,-inf,-inf,
3061,2008-01-23 11:44:42.935,-116.37252,33.37794,1.1,-11.55849574922964,11.99644230638693,1.0,87,0.0,0.0,0.0,-inf,-inf,
3105,2008-01-23 22:45:22.275,-116.18166,33.84401,1.2000000000000002,40.30435893512696,29.5585311189442,1.0,88,0.0,0.0,0.0,-inf,-inf,
3137,2008-01-24 03:00:42.407,-116.47941,33.49003,2.0,0.8981109478262655,2.068557646116875,1.0,89,0.0,0.0,0.0,-inf,-inf,
3165,2008-01-24 06:22:20.081,-116.47921,33.48977,1.2000000000000002,0.8692042686390037,2.087110821785656,1.0,90,0.0,0.0,0.0,-inf,-inf,
3229,2008-01-24 15:07:07.092,-116.61074,33.41719,1.0,-7.196241654449728,-10.118767139077862,1.0,91,0.0,0.0,0.0,-inf,-inf,
3249,2008-01-24 18:39:23.245,-116.72014,33.63073,1.1,16.56430776697483,-20.22246719495458,1.0,92,0.0,0.0,0.0,-inf,-inf,
3255,2008-01-24 18:52:42.330,-116.45401,33.50629,1.1,2.7069343931944627,4.42318436607479,1.0,93,0.0,0.0,0.0,-inf,-inf,
3283,2008-01-25 00:13:57.502,-116.79262958193917,33.69408088072888,1.1,23.62507591326027,-26.914006546859664,1.0,94,0.0,0.0,0.0,-inf,-inf,
3288,2008-01-25 01:19:00.322,-116.78991442494129,33.69329036288898,1.1,23.536472785534063,-26.663057810450297,1.0,95,0.0,0.0,0.0,-inf,-inf,
3327,2008-01-25 08:16:24.342,-116.35916,33.93857,1.5,50.78232312360992,13.151144137881383,1.0,96,0.0,0.0,0.0,-inf,-inf,
3399,2008-01-25 20:31:33.087,-116.83899,33.39294,1.3,-9.847224331910205,-31.311911579419213,1.0,97,0.0,0.0,0.0,-inf,-inf,
3491,2008-01-26 17:46:35.482,-116.11142,33.25246,1.2000000000000002,-25.450633245261063,36.29293986358397,1.0,98,0.0,0.0,0.0,-inf,-inf,
3496,2008-01-26 19:26:16.463,-116.83682,33.38968,1.2000000000000002,-10.210370965435784,-31.11162099829032,1.0,99,0.0,0.0,0.0,-inf,-inf,
3516,2008-01-27 00:56:57.923,-116.37294,33.37787,1.6,-11.56632778297488,11.95745309735847,1.0,100,0.0,0.0,0.0,-inf,-inf,
3518,2008-01-27 01:02:33.640,-116.93776707752852,33.40995954926081,1.8,-7.920626375801568,-40.47422178426918,1.0,101,0.0,0.0,0.0,-inf,-inf,
3543,2008-01-27 04:34:24.007,-116.37333,33.37747,1.1,-11.610850538421827,11.921294738638448,1.0,102,0.0,0.0,0.0,-inf,-inf,
3600,2008-01-27 17:41:18.041,-116.7223,33.97711,1.3,55.080408002325015,-20.34018072034521,1.0,103,0.0,0.0,0.0,-inf,-inf,
3601,2008-01-27 17:44:37.130,-116.933707786796,33.40617169555339,1.4000000000000001,-8.343389218691842,-40.09919041575858,1.0,104,0.0,0.0,0.0,-inf,-inf,
3649,2008-01-28 13:14:55.296,-116.71448,33.69678,1.5,23.90763968375424,-19.68335062200173,1.0,105,0.0,0.0,0.0,-inf,-inf,
3677,2008-01-28 20:54:11.826,-116.68556,33.63607,1.0,17.151880144756312,-17.0198748841807,1.0,106,0.0,0.0,0.0,-inf,-inf,
3789,2008-01-29 16:36:26.089,-116.87128,33.47392,1.2000000000000002,-0.8324795427733618,-34.27763283045463,1.0,107,0.0,0.0,0.0,-inf,-inf,
3790,2008-01-29 16:38:37.073,-116.87109,33.47387,2.9000000000000004,-0.8381019687300636,-34.26002987073603,1.0,108,0.0,0.0,0.0,-inf,-inf,
3860,2008-01-30 11:55:17.827,-116.24713,33.30185,1.4000000000000001,-19.99781944950286,23.660130456368694,1.0,109,0.0,0.0,0.0,-inf,-inf,
3863,2008-01-30 12:22:06.905,-116.34498,33.35956,2.3000000000000003,-13.59874103234528,14.55672984889578,1.0,110,0.0,0.0,0.0,-inf,-inf,
3899,2008-01-30 21:41:50.810,-116.07975,33.77201,1.0,32.33206969460755,39.00301448479296,1.0,111,0.0,0.0,0.0,-inf,-inf,
3915,2008-01-31 02:50:33.129,-116.48684,33.48506,1.0,0.3453488165352265,1.3796191081474705,1.0,112,0.0,0.0,0.0,-inf,-inf,
3926,2008-01-31 04:43:06.273,-116.898,33.83924,1.3,39.798315798141175,-36.60046987872574,1.0,113,0.0,0.0,0.0,-inf,-inf,
3930,2008-01-31 04:54:32.676,-116.6499,33.8925,1.5,45.66030375420119,-13.677663454262904,1.0,114,0.0,0.0,0.0,-inf,-inf,
3954,2008-01-31 10:44:44.616,-116.02507,33.68754,2.8000000000000003,22.961379692141616,44.1004355468061,1.0,115,0.0,0.0,0.0,-inf,-inf,
3976,2008-01-31 17:04:19.058,-116.13674,33.7866,1.2000000000000002,33.934393290483165,33.72962996739498,1.0,116,0.0,0.0,0.0,-inf,-inf,
3981,2008-01-31 19:36:53.149,-116.81162,33.93294,1.1,50.19005997089549,-28.591195205981915,1.0,117,0.0,0.0,0.0,-inf,-inf,
4006,2008-02-01 04:00:48.973,-116.82366,33.97405,1.1,54.76467011849529,-29.68769392971957,1.0,118,0.0,0.0,0.0,-inf,-inf,
4086,2008-02-01 17:46:31.702,-116.98713,33.99217,1.1,56.83836140453359,-44.75230896382601,1.0,119,0.0,0.0,0.0,-inf,-inf,
4100,2008-02-01 22:54:32.517,-116.49505,33.50835,1.0,2.934999689618772,0.6180584897726786,1.0,120,0.0,0.0,0.0,-inf,-inf,
4116,2008-02-02 03:34:45.525,-116.93743087516395,33.84249702254927,1.7000000000000002,40.17511242533202,-40.240726113521816,1.0,121,0.0,0.0,0.0,-inf,-inf,
4143,2008-02-02 07:44:02.147,-116.31864,33.26014,1.2000000000000002,-24.649738934941496,17.022458585867962,1.0,122,0.0,0.0,0.0,-inf,-inf,
4180,2008-02-02 16:49:10.027,-116.37241,33.37905,1.2000000000000002,-11.435056703397969,12.006502899099663,1.0,123,0.0,0.0,0.0,-inf,-inf,
4184,2008-02-02 18:02:30.277,-116.71126,33.64707,1.1,18.379535846422318,-19.39664970757938,1.0,124,0.0,0.0,0.0,-inf,-inf,
4213,2008-02-03 03:37:52.862,-116.58625,33.45957,1.5,-2.485917872979278,-7.841957367588106,1.0,125,0.0,0.0,0.0,-inf,-inf,
4226,2008-02-03 05:04:17.132,-116.72994,33.66805,1.0,20.716053532876906,-21.1206395072337,1.0,126,0.0,0.0,0.0,-inf,-inf,
4253,2008-02-03 08:48:14.466,-116.20048,33.87491,1.0,43.735063169500336,27.810398499044307,1.0,127,0.0,0.0,0.0,-inf,-inf,
4442,2008-02-05 05:52:11.798,-116.5595587887852,33.495203782158164,1.1,1.4746809177492144,-5.363683545297423,1.0,128,0.0,0.0,0.0,-inf,-inf,
4476,2008-02-05 08:48:39.237,-116.37249,33.37852,1.2000000000000002,-11.493999241001308,11.999147838313789,1.0,129,0.0,0.0,0.0,-inf,-inf,
4525,2008-02-05 17:47:14.528,-116.45827,33.50819,1.1,2.9180313845450985,4.028120979812996,1.0,130,0.0,0.0,0.0,-inf,-inf,
4530,2008-02-05 18:50:13.298,-116.85438,33.88824,1.3,45.23228752532582,-32.55315066787692,1.0,131,0.0,0.0,0.0,-inf,-inf,
4554,2008-02-05 22:42:12.366,-116.32985,33.34628,1.7000000000000002,-15.073188603439116,15.96435126655241,1.0,132,0.0,0.0,0.0,-inf,-inf,
4557,2008-02-05 22:53:25.237,-116.37365,33.38063,1.2000000000000002,-11.259511284457696,11.891148679852805,1.0,133,0.0,0.0,0.0,-inf,-inf,
4594,2008-02-06 03:33:21.555,-116.37245,33.37858,1.4000000000000001,-11.487322928733551,12.002853700204057,1.0,134,0.0,0.0,0.0,-inf,-inf,
4609,2008-02-06 06:37:43.227,-116.37252,33.37861,1.8,-11.483995161890707,11.996349798861925,1.0,135,0.0,0.0,0.0,-inf,-inf,
4618,2008-02-06 07:31:33.796,-116.98423,33.99522,1.3,57.17625351715665,-44.48335807033306,1.0,136,0.0,0.0,0.0,-inf,-inf,
4624,2008-02-06 08:07:48.566,-116.62463,33.43966,1.2000000000000002,-4.696253391448311,-11.404977733465406,1.0,137,0.0,0.0,0.0,-inf,-inf,
4643,2008-02-06 09:30:24.770,-116.71593,33.64182,1.4000000000000001,17.79664596054613,-19.83014028923552,1.0,138,0.0,0.0,0.0,-inf,-inf,
4644,2008-02-06 09:30:41.988,-116.71631,33.64226,1.2000000000000002,17.84564442476434,-19.865216120856964,1.0,139,0.0,0.0,0.0,-inf,-inf,
4665,2008-02-06 09:55:45.008,-116.27989,33.50052,1.3,2.086292863268992,20.56844772893152,1.0,140,0.0,0.0,0.0,-inf,-inf,
4728,2008-02-06 18:58:26.592,-116.45457,33.45841,1.2000000000000002,-2.6171022787491443,4.373679621791537,1.0,141,0.0,0.0,0.0,-inf,-inf,
4732,2008-02-06 19:29:47.910,-116.04617,33.20121,1.1,-31.12470295158045,42.3852674043005,1.0,142,0.0,0.0,0.0,-inf,-inf,
4737,2008-02-06 22:10:42.015,-116.48045,33.47044,1.1,-1.280217886691071,1.9725597376036,1.0,143,0.0,0.0,0.0,-inf,-inf,
4744,2008-02-07 01:13:38.742,-116.85222,33.95432,2.0,52.57936029716991,-32.32878024331421,1.0,144,0.0,0.0,0.0,-inf,-inf,
4751,2008-02-07 02:59:21.143,-116.45007,33.45558,1.4000000000000001,-2.931585404594572,4.791293791198914,1.0,145,0.0,0.0,0.0,-inf,-inf,
4766,2008-02-07 04:40:24.233,-116.8376,33.3917,1.1,-9.985523750267204,-31.18331206013762,1.0,146,0.0,0.0,0.0,-inf,-inf,
4814,2008-02-07 13:07:18.279,-116.45348,33.51708,1.4000000000000001,3.906750323041474,4.471766915345936,1.0,147,0.0,0.0,0.0,-inf,-inf,
4832,2008-02-07 15:56:14.664,-116.34642,33.31075,2.0,-19.02636467570128,14.431085836446332,1.0,148,0.0,0.0,0.0,-inf,-inf,
4840,2008-02-07 17:00:10.858,-116.5589202749068,33.49403614570099,1.4000000000000001,1.3448128747547698,-5.304546322093489,1.0,149,0.0,0.0,0.0,-inf,-inf,
4859,2008-02-07 22:52:21.344,-116.51864,33.47252,1.6,-1.0490064874700586,-1.569736037379088,1.0,150,0.0,0.0,0.0,-inf,-inf,
4916,2008-02-08 09:54:31.680,-116.47378,33.14376,1.3,-37.60522968411196,2.6009799311647925,1.0,151,0.0,0.0,0.0,-inf,-inf,
4956,2008-02-08 15:40:24.322,-116.76366,33.71563,1.6,26.014079989786087,-24.22780892291512,1.0,152,0.0,0.0,0.0,-inf,-inf,
4986,2008-02-08 23:24:02.618,-116.47404,33.48556,1.1,0.4011894678836848,2.5666746370620594,1.0,153,0.0,0.0,0.0,-inf,-inf,
5290,2008-02-10 10:52:04.580,-116.81128,33.93214,1.3,50.10101021085175,-28.56009472668122,1.0,154,0.0,0.0,0.0,-inf,-inf,
5327,2008-02-10 21:43:24.597,-116.45337,33.506,1.1,2.6747153108280317,4.482538344970204,1.0,155,0.0,0.0,0.0,-inf,-inf,
5339,2008-02-10 23:34:54.141,-116.53941,33.4482,1.1,-3.752760546323638,-3.4972030645765093,1.0,156,0.0,0.0,0.0,-inf,-inf,
5512,2008-02-11 18:53:01.947,-116.34415,33.35942,2.0,-13.61419180256657,14.63383882869674,1.0,157,0.0,0.0,0.0,-inf,-inf,
5702,2008-02-12 07:19:40.254,-116.60409,33.41909,1.2000000000000002,-6.98559910289201,-9.501356329479515,1.0,158,0.0,0.0,0.0,-inf,-inf,
5770,2008-02-12 11:13:50.193,-116.17859,33.808,1.1,36.30111520343056,29.85459074024801,1.0,159,0.0,0.0,0.0,-inf,-inf,
5790,2008-02-12 12:47:17.377,-116.45501,33.47279,1.5,-1.018137711054235,4.332142654118586,1.0,160,0.0,0.0,0.0,-inf,-inf,
5812,2008-02-12 14:45:28.110,-116.72028,33.95127,1.1,52.20673720734797,-20.16001338470363,1.0,161,0.0,0.0,0.0,-inf,-inf,
5818,2008-02-12 15:33:39.314,-116.97258,33.9849,1.5,56.023773030937136,-43.41459126978732,1.0,162,0.0,0.0,0.0,-inf,-inf,
5834,2008-02-12 18:40:05.048,-116.8814707355264,33.97597746930326,1.4000000000000001,54.99708141140375,-35.0178350998714,1.0,163,0.0,0.0,0.0,-inf,-inf,
5911,2008-02-13 05:31:46.055,-116.37359,33.25354,1.5,-25.39126514857397,11.914103111770162,1.0,164,0.0,0.0,0.0,-inf,-inf,
5940,2008-02-13 07:37:17.873,-116.76882,33.82201,1.9000000000000001,37.8442046501506,-24.6744932881284,1.0,165,0.0,0.0,0.0,-inf,-inf,
5944,2008-02-13 08:37:14.658,-116.79954,33.94568,1.4000000000000001,51.60340820586707,-27.472623100519183,1.0,166,0.0,0.0,0.0,-inf,-inf,
6000,2008-02-13 13:37:37.533,-116.80406,33.70256,1.2000000000000002,24.57093592038552,-27.96873973972927,1.0,167,0.0,0.0,0.0,-inf,-inf,
6021,2008-02-13 15:20:43.626,-116.80346,33.70256,1.1,24.57077418821028,-27.913236046147816,1.0,168,0.0,0.0,0.0,-inf,-inf,
6026,2008-02-13 16:19:26.660,-116.71666,33.70539,1.1,24.86544355767733,-19.883038967811505,1.0,169,0.0,0.0,0.0,-inf,-inf,
6054,2008-02-13 22:35:00.337,-116.09824,33.73822,1.3,28.567991142823832,37.3086297803202,1.0,170,0.0,0.0,0.0,-inf,-inf,
6082,2008-02-14 03:11:31.252,-116.37046,33.41822,1.0,-7.079325320540311,12.182070194660636,1.0,171,0.0,0.0,0.0,-inf,-inf,
6093,2008-02-14 04:43:19.486,-116.37255,33.37487,1.1,-11.89986757382608,11.994080440157468,1.0,172,0.0,0.0,0.0,-inf,-inf,
6094,2008-02-14 04:56:51.646,-116.43025,33.46588,1.1,-1.7851881691970968,6.629235376754278,1.0,173,0.0,0.0,0.0,-inf,-inf,
6138,2008-02-14 09:44:39.460,-116.716,33.66628,1.1,20.516485839356967,-19.830991653785965,1.0,174,0.0,0.0,0.0,-inf,-inf,
6202,2008-02-14 21:36:06.767,-116.7521,33.71626,1.0,26.081490124858373,-23.158429312609886,1.0,175,0.0,0.0,0.0,-inf,-inf,
